Restaurant	Note	Prix	Cuisine	Service	Avis	URL
Brasserie Georges - Lyon	5.0	NE	Positive	Positive	Excellent dîner hier entre amis avec au menu  les plats typiques (choucroute, andouillette, saucisson), dans une ambiance chaleureuse et un cadre magnifique. Service rapide et efficace par un serveur très  sympathique (Armel). Et pour finir comme dessert l'omelette norvégienne, un incontournable Bravo, nous reviendrons !!	https://www.tripadvisor.fr/Restaurant_Review-g187265-d695217-Reviews-or195-Brasserie_Georges-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Les Terrasses Poulard - Le Mont-Saint-Michel	1.0	Négative	Négative	Négative	Rapport qualité prix catastrophique.  Crêpe sans intérêt meilleurs faites chez soi, bavette et frite beaucoup trop chers sans intérêt aussi.  Le pain est froid car à peine décongelé.  Cerise sur le gâteau : des moineaux s'invitent à notre table.  Au premier abord trés belle vue mais en s'y rapprochant: crottes de moineaux collés à la baie vitrée et une hygiène qui laisse sérieusement à désirer. En bref, à éviter !	https://www.tripadvisor.fr/ShowUserReviews-g196646-d3506371-r631160723-Les_Terrasses_Poulard-Mont_Saint_Michel_Manche_Basse_Normandie_Normandy.html
Une Semaine sur Deux - Grenoble	4.0	NE	Positive	NE	Très bon, nous nous sommes vraiment régalé avec le poulpe et les assiettes étaient belles ! Ambiance bistronomique très sympa	https://www.tripadvisor.fr/ShowUserReviews-g187264-d3580943-r832136379-Une_Semaine_sur_Deux-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Bistrot André - Grenoble	5.0	NE	Positive	Positive	Merci pour cette belle expérience! Que du bonheur. Le personnel est au top et aux petits soins sans insistance. Le repas divin pour nos papilles. Un petit clin d’œil au sommelier qui a bluffé mon mari avec La Colombe à Raymond Paccot, truculent vigneron à. 5mn de notre village ! Nous nous réjouissons de revenir.	https://www.tripadvisor.fr/ShowUserReviews-g187272-d10312929-r970104001-Bistro_Andre-Valence_Drome_Auvergne_Rhone_Alpes.html
La veyrie - Bernin	4.0	NE	Positive	Positive	"""Très bel emplacement, une vue à couper le souffle, un établissement magnifique, nous étions en terrasse et avons pris chacun un plat différent : ex : un tartare succulent, bien préparé, viande excellente (c'est rare actuellement ds les restos) des filets de boeuf très tendres avec pommes de terre et un poisson super bien préparé. De plus il faisait un temps splendide, et un serveur au """"top"""" très gentil et souriant. à recommander."""	https://www.tripadvisor.fr/ShowUserReviews-g858498-d8263818-r811386039-La_Veyrie-Bernin_Isere_Auvergne_Rhone_Alpes.html
La Ferme à Dédé - Grenoble	4.0	NE	Positive	NE	Je suis venu plusieurs fois dans ce restaurant et j y retourne toujours avec plaisir. 1_ pour l ambiance et la déco, très rétro. Pour les étrangers, c est très type, j ai plusieurs fois amené des collègues (indiens, américains, ..) à chaque fois, ils sont ravis! 2_ ensuite la cuisine est plutôt bonne, même si cela fait plus bistro ou guinguette. Il y a de nombreuses spécialités à la carte, et elles sont fameuses. 3_ petits points noirs, c est un peu bruyant, le téléphone ne passe pas, et n'attendez pas à être servi dans de la porcelaine (lol). Notez que l établissement près de la gare est moins rétro mais on est moins tassé!	https://www.tripadvisor.fr/ShowUserReviews-g187264-d718658-r676375561-La_Ferme_a_Dede_Grenoble_Centre-Grenoble_Isere_Auvergne_Rhone_Alpes.html
La Fondue - Grenoble	1.0	NE	NE	Négative	Après notre passage à la fondue un serveur s est permis de contacter ma compagne pour l inviter à sortir ! Il a gardé le numéro de téléphone pendant des semaines ! C est inadmissible ! Scandaleux ! N y allez surtout pas !	https://www.tripadvisor.fr/ShowUserReviews-g187264-d718663-r281691400-La_Fondue-Grenoble_Isere_Auvergne_Rhone_Alpes.html
La Ferme à Dédé - Grenoble	4.0	NE	NE	Positive	Un beau restaurant typique français. Belle ambiance avec un décor classique. Très bon service. On a passé une belle soirée	https://www.tripadvisor.fr/ShowUserReviews-g187264-d718658-r716488129-La_Ferme_a_Dede_Grenoble_Centre-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Brasserie Georges - Lyon	2.0	Négative	Négative	NE	Opter pour la choucroute afin de ne pas être déçu ! 2 Saint Jacques dans le plat de Saint Jacques !! Si vous voulez du gratin dauphinois avec le foie c'est avec supplément de 2,50 € pour en avoir 1/2 cuillère à soupe ! Attendre si longtemps pour cela ! 2 étoiles pour les desserts.	https://www.tripadvisor.fr/Restaurant_Review-g187265-d695217-Reviews-or165-Brasserie_Georges-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Bistrot André - Grenoble	5.0	NE	Positive	NE	Un lieu intime et romantique, des assiettes particulièrement savoureuses. Nous recommandons cette excellente table. Nous reviendrons !	https://www.tripadvisor.fr/ShowUserReviews-g187272-d10312929-r964689900-Bistro_Andre-Valence_Drome_Auvergne_Rhone_Alpes.html
Le Gurtlerhoft - Strasbourg	3.0	NE	Négative	NE	Un peu bruyant par la capacité et type de salle voûtée en sous sol, assez jolie malgré tout mais accessible par escalier.  Déçus par le Baeckeoffe qui n était pas à la hauteur de nos attentes.	https://www.tripadvisor.fr/Restaurant_Review-g187075-d794843-Reviews-or105-Le_Gurtlerhoft-Strasbourg_Bas_Rhin_Grand_Est.html
Shunbun - Grenoble	1.0	NE	Négative	NE	Pas venu depuis longtemps, c'était ma référence japonais sur Grenoble que j'ai fait beaucoup découvrir, avec plaisir ... Très déçu : lourd et fade alors que c'était un festival de saveurs avant, que s'est il passé ?	https://www.tripadvisor.fr/ShowUserReviews-g187264-d5443596-r748283116-Shunbun-Grenoble_Isere_Auvergne_Rhone_Alpes.html
La Belle Idée - Grenoble	5.0	Positive	Positive	Positive	Dîner entre amis hier soir, 3 couples de retraités, dans une ambiance conviviale et calme.. Nous avions pris des menus à 20 € (plat -dessert). Le magret de canard était tendre, bien cuisiné, accompagné  d'une sauce miel, très bien préparée et dosée: un pure délice ! Gourmand, grâce à la complicité de mon épouse, j'ai pu goûter également au gratin de ravioles aux morilles et beaufort... Ici encore, la cuisson était parfaite, les ravioles étaient assaisonnées à souhait, à la fois moelleuses et puissantes ...  La qualité était également au rendez-vous pour les desserts  (la soupe de fraise au basilic était succulente, et ma tarte aux fruits de saison délicieuse !) Grand bravo au cuistot ! Pour le vin , nos papilles ont été conquises par un Maranges de très bonne facture, au rapport qualité/prix exceptionnel ... Enfin, le maître des lieux est sympathique et commerçant. Nous avons donc passé un très bon moment... Petit détail:  Il faut juste penser à réserver, car le restaurant était complet, dès 20h passées.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2222187-r759640999-La_Belle_Idee-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Les 3 Brasseurs - Echirolles	5.0	NE	Positive	Positive	Le paradis pour les amateurs de bières et de flammenkuche ! Les bières sont brassées sur place, avec de nouvelles bières tous les mois. Les flammenkuche sont exquises, notamment la poulet César, une incontournable ! L ambiance y est aussi très bonne et il y a beaucoup de places. Cependant, il vaut mieux réserver pour assurer le coup tant l endroit est prisé.	https://www.tripadvisor.fr/ShowUserReviews-g1051968-d4742729-r768183627-Les_3_brasseurs-Echirolles_Isere_Auvergne_Rhone_Alpes.html
Le Gratin Dauphinois - Grenoble	4.0	NE	Positive	Positive	Plats succulents.  Bien présentés. Service impeccable. Décor simple mais convivial. Je recommande ce restaurant.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d9856054-r727472667-Le_Gratin_Dauphinois-Grenoble_Isere_Auvergne_Rhone_Alpes.html
McDonald's 23 Place Charles de Gaulle - Lille	1.0	NE	Négative	NE	"""Soit le Mc Do reste le Mc Do mais là... Samedi dernier, je fais une pause déj au Mc Do entre 2 emplettes, tranquillement installée à une table, un groupe de gamins roms vraiment crades rentrent et commencent à se servir dans les """"plats"""" de tout le monde pour prendre des frites, tremper leurs doigts dégoûtants dans des glaces ! Non mais on va où là, on ne peut même pas être tranquille et apparemment, la direction du restaurant ne peut rien faire et ne peut les empêcher de rentrer. Bref, je n'y retournerai plus et ne le conseille à personne !!!"""	https://www.tripadvisor.fr/Restaurant_Review-g187178-d5813599-Reviews-or30-McDonald_s-Lille_Nord_Hauts_de_France.html
Le Bombay	5.0	NE	Positive	Positive	Arrivés un peu après 19h (avec réservation préalable pour 7), nous avons été très bien accueillis et servis très rapidement. Les plats sont copieux et très savoureux, je ne connaissais pas ce restaurant, mais j’y retournerai avec plaisir.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d795433-r681688686-Le_Bombay-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Shunbun - Grenoble	3.0	Négative	Neutre	NE	Bel endroit, cadre magnifique, la première fois j'ai trouvé ca excellent ! J'y suis retourné quelques semaines plus tard mais un peu moin bon... Je recommande tout de même ce restaurant où on peu trouver des sushis originaux et des associations de goût assez sympas... Prévoir quand même un peu de budget Ca reste quand même très cher ...	https://www.tripadvisor.fr/ShowUserReviews-g187264-d5443596-r393400233-Shunbun-Grenoble_Isere_Auvergne_Rhone_Alpes.html
La Fondue - Grenoble	3.0	Neutre	Neutre	Positive	Plats assez onéreux mais la consistance permet de rester dans des prix très corrects. Le choix des vins est assez pauvre. Service simple et rapide. Très gentil de se voir offrir un digestif sans avoir besoin de consommer comme des trous.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d718663-r240943921-La_Fondue-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Une Semaine sur Deux - Grenoble	5.0	NE	Positive	Positive	Temps maussade, rentrée scolaire, reprise du travail, impôts... oubliez tout et venez régaler vos papilles chez Une semaine Sur Deux.Tout y est, la qualité (l’agneau confit et sa polenta au bleu de sassenage me font encore saliver), la quantité, l’efficacité et l’amabilité du service.Une vraie belle surprise de rentrée de pouvoir compter sur cette adresse! A très bientôt! Nb : je mets une option sur une part de tarte Amandine	https://www.tripadvisor.fr/ShowUserReviews-g187264-d3580943-r614290091-Une_Semaine_sur_Deux-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Shunbun - Grenoble	5.0	Négative	Positive	Positive	La salle japonaise où l'on mange à la façon nippone est très agréable et originale surtout. La nourriture et l'accueil ont été excellents. Peut-être un poil cher, 60 euros à 2 avec un petit cocktail maison trop cher (6euros). Cela dit, je recommande tout de même cet établissement pour essayer et pourquoi pas revenir. Donc les +: cadre, makis, accueil. Le -: prix un peu trop élevés	https://www.tripadvisor.fr/ShowUserReviews-g187264-d5443596-r451120341-Shunbun-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Les Terrasses Poulard - Le Mont-Saint-Michel	2.0	Négative	Négative	Positive	Navrant car le personnel de salle fait vraiment de son mieux pour éviter le naufrage... La fameuse omelette n'est que déception et rien n'en justifie le prix. C'est à se demander où passe l'argent car la façade de ce restaurant fait peine à voir, tout comme celle de l'autre restaurant Poulard à l'entrée du Mont et où les tarifs sont encore plus délirants.	https://www.tripadvisor.fr/ShowUserReviews-g196646-d3506371-r681402860-Les_Terrasses_Poulard-Mont_Saint_Michel_Manche_Basse_Normandie_Normandy.html
Les Jardins de Sainte-Cécile - Grenoble	5.0	NE	Positive	Positive	Nous avons apprécié les saveurs des plats proposés ainsi que la présentation. Le lieu est magnifique et l accueil es très chaleureux. Nous recommandons cette adresse.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2284818-r648496791-Les_Jardins_de_Sainte_Cecile-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Les 3 Brasseurs - Echirolles	3.0	NE	Négative	Négative	j ai diner dans ce restaurant j ai pris un hand burger il a été compliqué dans avoir un sans oignon mise a par cela le repas a été correct.	https://www.tripadvisor.fr/ShowUserReviews-g1051968-d4742729-r900700413-Les_3_brasseurs-Echirolles_Isere_Auvergne_Rhone_Alpes.html
Les 3 Brasseurs - Echirolles	3.0	NE	Positive	NE	Apres un ciné entre copines, ambiance très sympa. Rien d extraordinaire mais on mange très correctement dans une ambiance détendue. Je n irais pas jusqu à le recommander mais à l occasion pourquoi pas	https://www.tripadvisor.fr/ShowUserReviews-g1051968-d4742729-r466865046-Les_3_brasseurs-Echirolles_Isere_Auvergne_Rhone_Alpes.html
Le Gurtlerhoft - Strasbourg	4.0	NE	Neutre	Positive	Lieu atypique et très agréable dans cette belle salle voutée le personnel est compétent et très sympathique. il contribue à faire de ce repas un moment détendu l'attente est raisonnable et brève. cela fait plusieurs fois que nous revenons et cela reste un plaisir (heureusement les quantités par assiettes ont été légèrement revu à la baisse) la cuisine traditionnelle alsacienne est conforme et néanmoins copieuse un petit digestif nous a été offert avant le dessert.  seul bémol, les menus ont disparu pendant la période des fêtes et cela fait grimper la facture.(dommage)  bravo à l'équipe	https://www.tripadvisor.fr/Restaurant_Review-g187075-d794843-Reviews-or180-Le_Gurtlerhoft-Strasbourg_Bas_Rhin_Grand_Est.html
Brasserie Georges - Lyon	3.0	NE	Négative	Positive	Lieu magnifique, service irréprochable, mais plat sans présentation ce qui enlève toute ses saveurs. Svp améliorez le pain, un détail de gage de qualité dans un établissement.	https://www.tripadvisor.fr/Restaurant_Review-g187265-d695217-Reviews-or30-Brasserie_Georges-Lyon_Rhone_Auvergne_Rhone_Alpes.html
La Belle Idée - Grenoble	5.0	Positive	Positive	Positive	Belle soirée en famille ! L’accueil est agréable et le rapport qualité -prix adapté . Ce sont de bons produits avec un menu simple ! Une belle adresse	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2222187-r876650588-La_Belle_Idee-Grenoble_Isere_Auvergne_Rhone_Alpes.html
"""""""Terre Adélice - Lyon"""""""	4.0	Négative	Positive	Négative	"""""""Du beau, du bon, du bio... que dire de plus de ces glaces artisanales...tellement de parfums à essayer des plus classiques au plus osés (chèvre, basilic...) Le plus : la gamme de parfums, le cadre Le moins : la terrasse prise d'assaut et la longueur du service Un peu cher mais quel délice!!"""""""	"""""""https://www.tripadvisor.fr/ShowUserReviews-g187265-d2443980-r178829342-Terre_Adelice_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html"""""""
Le Marrakech - Annecy	3.0	NE	Neutre	Positive	beaucoup de choix laissait présager peu de qualité. Les formes de coucous proposés sont satisfaisantes mais le tajine est médiocre. Un vin rosé nous a été servi madérisé. L'amabilité du patron ne rattrape pas tout.	https://www.tripadvisor.fr/Restaurant_Review-g187260-d1992149-Reviews-or30-Le_Marrakech-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
